ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
45239870,5,42,15,B,,Scottish,Border,Gold,11000,2,0,0
45240274,5,51,2,A,U,North,Yorkshire,Gold,10000,6,0,0
45248003,4,57,32,D,F,South East,London,Silver,300,9,0,0
45248054,5,40,52,F,M,South East,London,Tin,0.01,9,1,1
45253660,3,62,16,C,F,Midlands,Midlands,Gold,10000,8,0,0
45262855,12,,9,B,F,South East,London,Gold,10000,5,0,0
45270769,7,68,8,B,F,Midlands,Midlands,Silver,500,2,0,0
45277399,15,64,13,B,F,South East,S & S East,Tin,0.01,8,1,1
45279405,8,78,7,B,F,South East,London,Platinum,30160.98,5,0,0
45280942,6,69,23,C,F,South East,S & S East,Gold,12105.32,7,0,0
45281450,5,61,10,B,U,South East,London,Platinum,20651.2,3,0,0
45283518,15,33,50,F,F,Midlands,Midlands,Tin,0.01,5,1,2
45286134,8,32,52,F,M,North,N West,Tin,0.01,8,1,1
45289737,6,42,13,B,F,Midlands,East,Silver,3000,9,0,0
45291804,13,45,25,C,F,South East,London,Tin,0.01,7,1,2
45296962,29,29,22,C,F,South East,London,Gold,13500,2,1,3
45301559,14,78,19,C,F,South East,S & S East,Gold,6000,12,0,0
45302563,10,73,38,E,F,South East,S & S East,Silver,1000,6,0,0
45311198,9,39,17,C,F,Scottish,C Scotland,Tin,0.01,4,0,0
45315738,12,50,34,D,F,Midlands,East,Tin,0.01,7,1,2
45319849,8,56,4,A,,Midlands,Midlands,Tin,0.01,9,0,0
45320359,4,52,52,F,M,South East,London,Tin,0.01,8,0,0
45322432,8,53,14,B,F,South East,London,Silver,200,1,0,0
45327116,11,37,22,C,F,Midlands,Midlands,Silver,4000,5,1,1
45328120,11,62,10,B,F,South East,London,Platinum,22552.98,3,0,0
45330664,8,,52,F,U,Midlands,Wales & West,Tin,0.01,4,0,0
45332209,8,41,24,C,F,Midlands,Wales & West,Gold,6000,1,0,0
45335771,21,54,25,C,M,South East,London,Tin,0.01,9,1,2
45336794,5,32,51,F,F,Midlands,Wales & West,Silver,600,9,0,0
45337790,5,69,41,E,,North,N West,Tin,0.01,4,0,0
45338894,6,53,7,B,M,South East,London,Gold,6000,,0,0
45342476,7,51,53,F,F,North,N West,Tin,0.01,8,0,0
45344550,6,47,25,C,M,South East,London,Tin,0.01,5,0,0
45345076,11,49,14,B,F,South East,London,Tin,0.01,5,0,0
45347176,8,63,16,C,,South East,S & S East,Tin,0.01,6,0,0
45352340,4,38,37,E,U,Midlands,Wales & West,Silver,4282.52,9,0,0
45353427,10,57,3,A,M,,,Gold,6000,1,0,0
45360105,7,,50,F,M,Midlands,Midlands,Tin,0.01,4,0,0
45364178,12,71,30,D,F,North,Yorkshire,Silver,3000,12,1,1
45365670,8,39,36,E,M,South East,London,Silver,3000,8,0,0
45368262,8,55,47,F,M,North,Yorkshire,Silver,3000,2,0,0
45369781,8,,28,D,F,North,N West,Gold,6105.32,7,0,0
45371859,8,67,37,E,F,Midlands,East,Silver,3150,2,1,1
45377580,10,62,32,D,F,,,Gold,6000,3,0,0
45378080,11,62,22,C,M,North,N West,Silver,420,6,0,0
45379132,6,69,52,F,,North,N East,Tin,0.01,4,0,0
45382680,12,37,19,C,,South East,S & S East,Tin,0.01,5,1,1
45383687,4,71,23,C,M,Midlands,Midlands,Silver,750,5,0,0
45384195,3,44,22,C,M,South East,London,Tin,0.01,8,1,1
45386236,7,70,1,A,F,South East,London,Tin,0.01,8,0,0
45390870,6,56,16,C,F,South West,S West,Silver,3000,3,1,1
45392899,10,36,1,A,M,South East,London,Silver,600,8,1,1
45393895,6,72,37,E,F,North,N West,Gold,12000,8,1,1
45394395,4,48,19,C,M,Midlands,Wales & West,Tin,0.01,5,0,0
45395421,7,60,44,E,M,Midlands,Wales & West,Silver,1000,5,0,0
45397483,5,33,23,C,F,North,N West,Silver,500,11,0,0
45398005,7,49,34,D,M,,,Tin,0.01,7,0,0
45399559,14,43,14,B,,South East,London,Platinum,22884.25,8,1,1
45400050,11,45,7,B,F,South East,London,Silver,1000,0,0,0
45400565,9,58,3,A,,Midlands,Midlands,Tin,0.01,9,0,0
45401588,13,26,34,D,M,Scottish,N Scot,Gold,12106.7,6,1,1
45404145,12,60,25,C,F,Midlands,Midlands,Gold,18189.15,4,1,1
45407241,10,68,12,B,M,South East,London,Gold,15000,6,0,0
45409325,9,36,51,F,M,Midlands,Wales & West,Silver,50.01,8,0,0
45411370,13,76,8,B,U,South East,London,Silver,3000,8,0,0
45417050,8,65,6,B,U,South East,S & S East,Gold,11400,8,0,0
45417603,13,56,25,C,F,South West,S West,Tin,0.01,5,1,2
45418626,6,50,38,E,F,North,N West,Tin,0.01,4,0,0
45420191,7,61,16,C,F,North,Yorkshire,Platinum,20701.48,3,1,1
45424855,10,47,21,C,M,South East,London,Tin,0.01,8,0,0
45426351,5,51,32,D,,North,N West,Silver,3000,8,0,0
45426874,5,49,37,E,F,South East,London,Tin,0.01,8,0,0
45434460,9,59,16,C,F,Midlands,Midlands,Tin,0.01,8,1,1
45436500,14,66,33,D,M,,,Gold,6000,1,0,0
45437566,12,55,10,B,M,South East,London,Silver,1000,5,0,0
45438104,10,43,12,B,F,South East,S & S East,Tin,0.01,5,0,0
45450457,12,52,4,A,M,,,Tin,0.01,8,1,1
45452492,9,38,13,B,,Midlands,Midlands,Silver,3050,8,0,0
45453529,8,51,22,C,M,South East,London,Platinum,35100,16,0,0
45459268,7,50,10,B,F,Midlands,East,Gold,12017.2,8,0,0
45464350,8,56,16,C,F,North,N East,Tin,0.01,8,0,0
45471659,13,59,52,F,F,South East,London,Gold,6000,2,0,0
45473198,9,33,,,M,Midlands,East,Tin,0.01,4,0,0
45476820,6,38,32,D,M,Midlands,East,Gold,15500,11,0,0
45482073,11,73,12,B,F,North,Yorkshire,Gold,6000,1,0,0
45484572,10,53,7,B,F,Midlands,Midlands,Silver,1200,7,0,0
45485137,9,60,51,F,U,North,Yorkshire,Silver,1000.01,5,0,0
45486710,10,46,34,D,,Midlands,East,Tin,0.01,9,0,0
45489752,24,28,22,C,F,North,Yorkshire,Tin,0.01,4,1,2
45500144,6,68,37,E,F,Midlands,East,Silver,1000,10,0,0
45501728,,43,,,F,Midlands,Ulster,Platinum,33176.26,4,0,0
45505421,10,67,2,A,F,Scottish,C Scotland,Tin,0.01,7,0,0
45505928,7,64,24,C,F,Midlands,East,Silver,4000,2,0,0
45508110,7,51,24,C,F,South East,S & S East,Silver,3000,3,1,1
45508684,6,46,2,A,,Midlands,East,Silver,1020,9,0,0
45510255,11,50,4,A,F,North,N West,Silver,600,9,1,2
45510778,7,69,4,A,,North,N West,Gold,6000,18,0,0
45512320,11,72,37,E,F,South East,London,Tin,0.01,6,1,1
45517039,14,74,12,B,M,South East,London,Silver,2000,1,0,0
45518060,2,44,27,D,M,South East,London,Silver,2100,4,0,0
45520609,9,39,29,D,F,South East,London,Tin,0.01,4,0,0
45521621,5,68,6,B,U,South East,S & S East,Platinum,20599.55,3,0,0
45522130,9,53,8,B,F,South East,S & S East,Gold,14000,1,0,0
45523667,7,48,34,D,U,Scottish,N Scot,Tin,0.01,8,0,0
45524701,9,34,25,C,,South East,London,Silver,100,3,0,0
45537072,6,66,,,,Midlands,Ulster,Silver,50,10,0,0
45538605,10,68,33,D,F,Midlands,Midlands,Silver,3000,5,1,1
45542211,13,61,11,B,F,North,N West,Silver,2000,1,0,0
45544265,8,52,25,C,M,Midlands,Wales & West,Tin,0.01,7,0,0
45545326,13,42,44,E,M,Midlands,Midlands,Tin,0.01,4,0,0
45547922,6,55,49,F,F,North,Yorkshire,Silver,260,3,0,0
45552047,12,53,33,D,,Midlands,Wales & West,Silver,2500,11,0,0
45552543,5,70,28,D,F,North,Yorkshire,Tin,0.01,5,0,0
45553558,6,37,33,D,F,Midlands,East,Silver,3455,6,1,1
45559645,6,53,8,B,M,Midlands,Wales & West,Tin,0.01,5,0,0
45562166,8,59,27,D,F,South East,London,Silver,100,10,0,0
45565262,12,66,14,B,F,South East,London,Silver,2000,4,1,1
45567290,12,63,22,C,F,Scottish,C Scotland,Tin,0.01,5,0,0
45569802,9,37,33,D,F,Midlands,Midlands,Silver,600,1,1,1
45572358,14,50,27,D,F,North,N West,Silver,2000,1,1,2
45574385,7,42,51,F,,North,Yorkshire,Gold,13000,3,0,0
45575942,7,77,30,D,F,North,Yorkshire,Platinum,23708.1,5,0,0
45580105,3,79,1,A,,South East,London,Silver,0.02,21,0,0
45582175,3,54,20,C,F,South East,London,Silver,3000,16,0,0
45584232,11,54,8,B,F,South East,London,Silver,1017.55,8,1,1
45587380,15,61,47,F,F,Midlands,Wales & West,Silver,3000,5,1,1
45592081,13,27,52,F,M,South East,London,Silver,500,4,1,1
45594157,6,69,49,F,,Midlands,Wales & West,Gold,16000,6,0,0
45600360,6,66,2,A,F,Midlands,Wales & West,Gold,6000,2,1,1
45600882,8,72,27,D,F,Midlands,East,Tin,0.01,5,0,0
45601420,9,66,28,D,F,Midlands,East,Gold,6000,2,0,0
45602508,20,26,30,D,F,Midlands,East,Tin,0.01,6,1,3
45603512,7,69,44,E,F,South East,London,Tin,0.01,5,0,0
45607704,9,69,16,C,,North,Yorkshire,Gold,17961.35,7,0,0
45609294,9,37,27,D,F,Scottish,C Scotland,Tin,0.01,5,0,0
45609839,9,57,19,C,F,Midlands,Midlands,Silver,3000,3,0,0
45611370,4,54,47,F,F,North,N West,Silver,200,2,0,0
45614450,6,47,34,D,M,South East,London,Silver,5000,5,0,0
45614956,3,,10,B,,South East,London,Silver,3000,8,0,0
45615979,6,49,21,C,,South East,London,Silver,1000,6,0,0
45618560,,65,,,F,North,Yorkshire,Tin,0.01,5,0,0
45628507,6,66,44,E,,Midlands,Wales & West,Gold,6000,2,0,0
45630528,13,53,49,F,F,Midlands,East,Tin,0.01,8,1,1
45635147,8,44,19,C,F,Midlands,Midlands,Silver,2480,9,0,0
45638847,11,60,30,D,F,South East,S & S East,Silver,420,4,1,1
45640418,6,64,52,F,,North,Yorkshire,Silver,3960,9,0,0
45641457,8,61,27,D,,South East,S & S East,Gold,10429.68,10,0,0
45642461,11,52,32,D,M,Midlands,Midlands,Tin,0.01,5,1,1
45645509,11,35,21,C,F,South East,London,Silver,3000,5,1,1
45651118,8,48,47,F,U,South East,S & S East,Tin,0.01,8,0,0
45654206,11,50,30,D,F,Midlands,East,Tin,0.01,8,1,1
45655245,6,45,16,C,F,South East,London,Gold,6000,2,0,0
45657337,25,38,47,F,F,Midlands,Midlands,Tin,0.01,5,1,3
45660915,5,64,2,A,F,North,N East,Gold,12000,2,0,0
45666077,12,56,4,A,F,South East,S & S East,Tin,0.01,8,0,0
45670660,14,35,,,F,South East,London,Tin,0.01,4,1,1
45673073,15,43,16,C,F,South East,S & S East,Tin,0.01,5,0,0
45673790,7,68,13,B,M,South East,S & S East,Gold,6000,2,0,0
45693422,6,63,,,M,South East,London,Silver,3000,5,0,0
45703541,8,69,25,C,,Scottish,C Scotland,Silver,1952.2,6,0,0
45704319,4,65,28,D,F,South East,S & S East,Gold,12600,8,0,0
45706893,10,47,10,B,F,South East,London,Silver,3000,4,0,0
45707903,5,73,16,C,F,North,Yorkshire,Gold,6000,2,0,0
45709477,9,60,16,C,M,North,Yorkshire,Gold,6665.94,27,0,0
45710513,6,48,24,C,F,Midlands,Midlands,Gold,13003.44,3,0,0
45711013,5,55,5,B,F,Midlands,Midlands,Gold,6053.35,5,0,0
45713075,14,40,34,D,F,Midlands,Midlands,Gold,6107.64,7,0,0
45714098,13,62,48,F,F,South East,London,Gold,18000,12,0,0
45716651,3,72,19,C,F,Midlands,Midlands,Silver,3000.01,7,0,0
45718700,18,52,15,B,F,North,N East,Silver,5000,6,1,2
45719715,7,34,53,F,F,North,N West,Silver,420,6,0,0
45723950,7,64,10,B,M,South East,London,Silver,2442.12,8,0,0
45724964,7,43,8,B,F,South East,S & S East,Silver,1200,7,0,0
45725987,7,53,35,D,F,Scottish,N Scot,Silver,480,12,0,0
45726983,11,37,1,A,F,South East,London,Platinum,24078.35,6,0,0
45730522,8,74,5,B,F,Midlands,Midlands,Silver,50.01,17,1,1
45731537,9,78,52,F,F,South East,London,Gold,18107.29,3,0,0
45732045,10,35,38,E,M,,,Silver,4000,1,0,0
45735583,6,64,6,B,F,Midlands,Wales & West,Tin,0.01,9,0,0
45736652,8,55,27,D,F,South East,London,Silver,9.71,4,0,0
45737250,7,71,18,C,F,South East,London,Gold,16800,11,0,0
45738299,10,50,32,D,,North,N West,Silver,3000,11,0,0
45744426,12,74,24,C,F,South East,S & S East,Gold,6000,0,0,0
45747484,8,72,55,U,F,,,Gold,6000,2,0,0
45750485,,72,12,B,F,North,Yorkshire,Silver,1400,7,0,0
45750981,9,42,52,F,F,South East,London,Tin,0.01,8,0,0
45752569,4,37,,,M,South West,S West,Gold,6446.67,4,0,0
45767949,6,72,14,B,F,South East,London,Platinum,46000,12,0,0
45769038,7,29,,,,Midlands,Ulster,Silver,1600,9,0,0
45772632,8,22,7,B,M,Scottish,C Scotland,Gold,12500,3,0,0
45783235,9,63,19,C,F,Midlands,Midlands,Gold,6000,1,0,0
45784770,9,49,46,F,,South East,London,Gold,15000,8,0,0
45785300,11,,28,D,,Midlands,East,Tin,0.01,8,0,0
45786315,,31,52,F,,South East,London,Tin,0.01,8,0,0
45787877,6,68,25,C,M,Midlands,Midlands,Silver,4000,3,0,0
45799204,7,34,9,B,U,South East,London,Silver,420,,1,1
45799719,7,,52,F,M,Scottish,C Scotland,Silver,1000,4,0,0
45802329,14,33,27,D,F,Midlands,East,Tin,0.01,8,1,1
45803350,14,43,44,E,F,North,N West,Tin,0.01,4,1,1
45804925,,49,30,D,U,North,N West,Tin,0.01,8,0,0
45807479,3,66,31,D,U,South East,London,Gold,10053.35,8,0,0
45813622,3,44,48,F,,South East,S & S East,Tin,0.01,7,0,0
45816214,9,42,49,F,F,North,Yorkshire,Silver,4545.62,12,0,0
45816737,7,,1,A,U,North,N West,Tin,0.01,8,0,0
45818799,9,60,18,C,M,South East,S & S East,Silver,3000.01,8,0,0
45819841,13,59,35,D,F,North,N East,Silver,3500,9,1,1
45821870,12,33,50,F,F,South East,London,Tin,0.01,5,1,1
45823970,9,71,33,D,F,North,N West,Silver,1050,12,0,0
45828590,11,,5,B,F,South East,London,Gold,7973.15,7,1,2
45833828,5,33,,,,Midlands,Ulster,Tin,0.01,8,0,0
45840980,6,57,32,D,F,North,Yorkshire,Gold,6000,2,0,0
45841502,9,65,21,C,,South East,London,Gold,15000,4,0,0
45843548,13,,46,F,F,North,Yorkshire,Silver,1000,27,0,0
45846741,16,44,7,B,F,South East,London,Silver,500.01,8,1,1
45848302,16,43,12,B,,South West,S West,Silver,2500,1,1,2
45849961,,51,46,F,F,North,N West,Tin,0.01,4,0,0
45854647,12,75,52,F,F,Midlands,Midlands,Gold,6053.35,7,1,1
45855228,6,63,44,E,F,Midlands,Wales & West,Gold,6000,5,0,0
45861449,7,59,26,C,F,South East,London,Gold,10000,5,0,0
45863034,6,43,44,E,F,South East,London,Tin,0.01,5,0,0
45866181,3,55,3,A,F,South East,London,Gold,6000,2,0,0
45867862,4,48,40,E,,South East,London,Gold,12160.99,6,0,0
45870502,7,45,37,E,U,South East,S & S East,Gold,12160.57,7,0,0
45872068,11,51,8,B,,South East,S & S East,Tin,0.01,4,0,0
45873161,2,61,6,B,F,South East,S & S East,Silver,5000,5,0,0
45875210,4,49,43,E,U,,,Gold,12000,1,0,0
45877400,4,37,21,C,M,South East,London,Silver,600,5,0,0
45880796,4,61,3,A,F,Scottish,C Scotland,Silver,3000,6,0,0
45883680,9,43,37,E,F,South East,S & S East,Silver,500,8,0,0
45886611,10,64,4,A,M,North,N West,Gold,16000,7,0,0
45893987,10,48,33,D,M,Midlands,Wales & West,Silver,304.32,7,0,0
45897710,9,71,24,C,M,South East,S & S East,Silver,602.21,3,0,0
45901670,7,52,12,B,,North,N East,Gold,19848.95,3,0,0
45903311,9,63,40,E,M,South East,London,Platinum,22140.78,10,0,0
45905438,4,76,6,B,M,South West,S West,Silver,5000,5,0,0
45909581,8,58,49,F,M,South East,S & S East,Gold,18000,9,0,0
45912701,9,34,34,D,F,South East,S & S East,Tin,0.01,5,1,1
45913716,5,61,1,A,U,South East,London,Gold,9000,12,0,0
45916332,11,50,8,B,U,South West,S West,Silver,1000,4,0,0
45922081,4,60,22,C,M,,,Silver,5000,9,0,0
45923738,7,57,17,C,F,South East,S & S East,Tin,0.01,10,0,0
45927890,8,69,,,F,Midlands,Ulster,Gold,6000,5,0,0
45928950,8,46,1,A,F,South East,London,Silver,2420,6,0,0
45930467,10,27,14,B,,South East,S & S East,Silver,1600,6,0,0
45937852,5,57,14,B,M,Midlands,East,Silver,5000,21,0,0
45941027,10,77,,,M,North,N West,Silver,500,17,0,0
45955133,8,51,6,B,M,Midlands,Wales & West,Silver,500.01,10,0,0
45956741,12,48,9,B,M,South East,London,Tin,0.01,10,0,0
45957241,10,40,51,F,F,Midlands,Midlands,Gold,14185.01,9,1,1
45957748,,40,22,C,M,South East,London,Silver,2500,11,0,0
45964515,9,56,37,E,F,South East,London,Tin,0.01,11,0,0
45966747,2,43,27,D,F,North,Yorkshire,Tin,0.01,4,0,0
45968871,7,58,27,D,,South East,London,Gold,7260,13,0,0
45976220,6,56,25,C,,Scottish,N Scot,Silver,600,8,0,0
45978303,9,59,23,C,M,Midlands,East,Platinum,20290.76,9,0,0
45978800,,47,18,C,M,South East,London,Silver,3000,8,0,0
45986020,,62,18,C,,South East,London,Silver,5000,8,0,0
45989119,5,51,51,F,F,Midlands,Wales & West,Platinum,30000,4,0,0
45993922,15,30,52,F,F,North,Yorkshire,Tin,0.01,8,1,3
45998487,6,58,25,C,,North,N West,Tin,0.01,5,0,0
46000005,9,67,53,F,F,North,Yorkshire,Silver,3000,8,1,1
46003551,9,65,28,D,F,Midlands,Wales & West,Tin,0.01,8,0,0
46009959,,67,,,M,Midlands,Wales & West,Gold,12000,7,0,0
46010469,10,46,2,A,M,Midlands,Wales & West,Tin,0.01,5,0,0
46013549,14,35,33,D,F,Midlands,Midlands,Silver,900,11,1,2
46014103,6,39,28,D,M,South East,London,Tin,0.01,9,1,1
46019520,10,69,27,D,M,North,Yorkshire,Platinum,20760.18,3,0,0
46024770,8,52,41,E,U,Midlands,Midlands,Silver,1000,5,0,0
46026870,8,57,15,B,F,South East,S & S East,Silver,3000,1,0,0
46028937,8,66,28,D,M,Midlands,East,Gold,16000,5,0,0
46029992,,78,18,C,M,Midlands,Wales & West,Gold,9000,8,0,0
46033701,8,58,37,E,F,Scottish,C Scotland,Gold,6000,11,1,1
46036786,7,50,41,E,F,South East,S & S East,Tin,0.01,7,0,0
46038320,15,29,52,F,F,South East,London,Tin,0.01,4,1,1
46039882,5,63,10,B,F,North,Yorkshire,Gold,5000.01,9,0,0
46040899,7,75,18,C,M,South East,London,Gold,6000,15,0,0
46043561,12,42,53,F,F,North,Yorkshire,Tin,0.01,5,0,0
46047214,5,36,40,E,U,Scottish,N Scot,Tin,0.01,4,1,1
46048750,16,39,16,C,M,North,N West,Gold,12105.32,7,1,1
46050274,7,69,32,D,,North,N West,Gold,6000,6,0,0
46053419,8,58,44,E,F,Scottish,C Scotland,Silver,600,4,0,0
46057198,9,38,35,D,F,Midlands,Wales & West,Gold,10000,3,0,0
46057791,8,47,15,B,U,South East,S & S East,Tin,0.01,4,0,0
46059840,8,41,17,C,F,Midlands,East,Tin,0.01,8,0,0
46064100,5,67,30,D,M,South East,S & S East,Gold,15000,4,0,0
46069277,12,67,5,B,F,,,Gold,12000,2,1,1
46070275,9,55,7,B,,South East,London,Gold,6000,9,0,0
46074351,5,22,53,F,F,Midlands,Wales & West,Silver,131.7,4,1,1
46079582,8,56,52,F,M,South East,London,Gold,13000,5,0,0
46080599,14,32,25,C,M,Midlands,Wales & West,Silver,1200,1,1,3
46083695,7,68,37,E,F,Midlands,East,Platinum,21105.73,8,0,0
46084713,8,49,30,D,F,Midlands,Wales & West,Silver,500,0,0,0
46085744,9,51,48,F,F,South East,London,Tin,0.01,7,0,0
46089332,8,70,4,A,F,South East,London,Gold,9105.32,9,0,0
46090942,8,72,25,C,F,North,Yorkshire,Gold,17598.89,9,0,0
46092473,11,60,20,C,F,South East,London,Silver,1500,10,0,0
46096053,17,51,45,E,F,Midlands,Wales & West,Tin,0.01,11,1,2
46101243,7,,28,D,F,North,N West,Silver,1476.33,4,0,0
46102240,8,,,,F,Midlands,Ulster,Silver,300,12,1,1
46102746,9,34,37,E,,South East,London,Tin,0.01,6,0,0
46104293,17,22,25,C,F,North,Yorkshire,Silver,2000,1,0,0
46108434,16,54,28,D,F,Midlands,Midlands,Silver,3000,1,1,1
46109961,10,43,27,D,F,Midlands,Wales & West,Tin,0.01,8,0,0
46111516,10,68,15,B,M,North,Yorkshire,Silver,600,8,1,1
46114124,10,59,23,C,U,Midlands,East,Tin,0.01,4,0,0
46116690,11,73,12,B,M,South East,London,Silver,5000,9,0,0
46117760,12,60,19,C,F,Midlands,East,Gold,11000,11,0,0
46119908,10,69,13,B,,South East,S & S East,Platinum,22000,5,0,0
46121465,19,33,24,C,F,Midlands,Midlands,Silver,420,1,1,3
46121996,17,,34,D,F,South East,London,Silver,3000,3,1,1
46124022,3,54,19,C,F,Midlands,East,Gold,6000,1,0,0
46129628,5,65,35,D,F,North,N East,Silver,1000,4,0,0
46130634,,60,28,D,F,South East,S & S East,Tin,0.01,9,0,0
46134249,10,32,10,B,F,South East,London,Tin,0.01,8,1,2
46135814,12,40,41,E,F,South East,London,Silver,500,11,0,0
46137353,11,61,22,C,M,Midlands,East,Silver,3000,4,0,0
46138392,6,,1,A,U,South East,London,Gold,6000,,0,0
46139933,5,36,24,C,F,Midlands,East,Tin,0.01,4,1,1
46140443,7,59,53,F,M,North,N West,Platinum,20113.23,3,0,0
46141474,5,59,38,E,U,South West,S West,Tin,0.01,7,0,0
46141970,7,58,10,B,F,South East,London,Tin,0.01,4,0,0
46142470,6,71,29,D,F,South East,London,Silver,720,9,0,0
46147049,10,34,39,E,F,South West,S West,Tin,0.01,5,1,1
46151720,7,51,50,F,F,South East,S & S East,Tin,0.01,4,0,0
46152751,,56,38,E,M,Midlands,Wales & West,Silver,3000,8,0,0
46154266,7,44,53,F,U,North,Yorkshire,Tin,0.01,6,0,0
46166086,,50,14,B,F,South East,London,Tin,0.01,,0,0
46167090,6,42,52,F,F,South East,London,Tin,0.01,6,0,0
46168127,9,71,1,A,F,South East,London,Tin,0.01,8,0,0
46168631,8,64,18,C,U,South East,London,Tin,0.01,5,0,0
46174356,13,51,19,C,F,South East,S & S East,Tin,0.01,9,0,0
46175425,1,,32,D,F,South East,London,Silver,4500,4,0,0
46175930,10,63,8,B,M,South East,London,Silver,3500.01,8,0,0
46176952,3,55,52,F,M,South East,London,Gold,10000,4,0,0
46184149,11,64,6,B,U,South East,S & S East,Tin,0.01,8,0,0
46186680,,52,44,E,,South East,London,Silver,1321.87,6,0,0
46191838,16,,16,C,F,Midlands,East,Gold,7818.89,1,1,1
46193890,7,52,10,B,F,Midlands,Wales & West,Silver,2000,5,1,1
46203151,9,26,17,C,F,South East,London,Tin,0.01,5,0,0
46205790,9,47,22,C,M,Midlands,East,Silver,2500,9,0,0
46207831,8,53,50,F,F,South East,London,Silver,4000,6,0,0
46208331,1,67,53,F,F,South East,S & S East,Tin,0.01,10,0,0
46210948,5,60,6,B,F,Midlands,East,Gold,12000,3,1,1
46218230,7,63,19,C,M,Midlands,Midlands,Tin,0.01,8,1,1
46219244,5,42,,,M,Midlands,Midlands,Silver,50.01,11,0,0
46225422,8,38,51,F,M,South East,London,Gold,6053.34,4,1,1
46226992,,53,44,E,F,South East,London,Gold,12000,5,0,0
46229029,8,67,33,D,M,North,Yorkshire,Silver,4884.25,8,0,0
46230108,,42,44,E,F,North,N West,Silver,3000,2,1,1
46230612,11,55,12,B,,Midlands,Midlands,Gold,6000,18,0,0
46234812,4,64,12,B,F,South East,London,Gold,6000,5,0,0
46244036,2,32,53,F,F,Midlands,East,Tin,0.01,4,0,0
46245628,3,79,44,E,M,,,Gold,5420,20,0,0
46246624,10,36,20,C,F,South East,London,Silver,1800,4,1,1
46247140,,55,38,E,,South East,London,Tin,0.01,5,0,0
46248732,5,,12,B,,South East,London,Tin,0.01,4,1,1
46251369,7,60,17,C,F,Midlands,Wales & West,Gold,10179.38,4,0,0
46253426,9,39,20,C,F,South East,London,Silver,3000,3,0,0
46260244,16,40,16,C,F,Midlands,Wales & West,Tin,0.01,7,1,1
46260740,12,40,35,D,F,Midlands,Midlands,Tin,0.01,5,0,0
46263340,8,65,44,E,F,South East,London,Tin,0.01,9,1,1
46263855,11,,20,C,F,South East,London,Gold,6500,22,0,0
46265890,4,60,25,C,F,North,N West,Gold,8000,7,0,0
46266390,,70,14,B,F,South East,London,Gold,10000,5,0,0
46266900,22,,53,F,F,Midlands,Wales & West,Silver,4000,5,1,2
46267400,20,38,44,E,M,Midlands,Wales & West,Tin,0.01,4,1,3
46267931,4,31,35,D,,North,Yorkshire,Tin,0.01,5,0,0
46268458,,53,,,U,Midlands,Ulster,Gold,6035.35,7,0,0
46268954,6,64,16,C,M,South East,S & S East,Silver,1500,10,0,0
46270550,9,42,50,F,M,Midlands,Wales & West,Tin,0.01,5,0,0
46276353,8,40,47,F,F,North,N East,Tin,0.01,11,0,0
46280504,6,73,44,E,F,South East,S & S East,Gold,6105.32,29,0,0
46281535,10,44,21,C,F,South East,London,Tin,0.01,1,1,2
46285271,13,33,32,D,M,Midlands,Midlands,Silver,3150.01,5,0,0
46285786,14,50,35,D,M,South East,London,Silver,1000,12,0,0
46288866,,58,44,E,F,North,N West,Silver,500,8,0,0
46301790,11,60,10,B,,South East,S & S East,Silver,2.95,4,0,0
46302826,8,45,22,C,F,South East,London,Tin,0.01,10,0,0
46305426,11,72,8,B,F,South East,London,Gold,6053.35,7,0,0
46307488,7,30,26,C,F,South East,London,Silver,1200,1,1,1
46316231,9,,5,B,,Midlands,Midlands,Platinum,28000,6,0,0
46323017,4,61,13,B,,South East,London,Silver,100,1,0,0
46328167,8,66,51,F,M,South East,S & S East,Gold,6000,2,0,0
46329180,10,55,9,B,U,North,N West,Tin,0.01,9,0,0
46330200,8,45,32,D,F,North,N East,Tin,0.01,6,0,0
46335899,7,42,30,D,F,North,Yorkshire,Silver,2500,2,0,0
46336976,9,50,50,F,F,South East,London,Gold,13500,1,0,0
46341295,14,42,12,B,F,Midlands,Wales & West,Silver,4400,1,1,1
46341813,13,33,26,C,F,South East,London,Tin,0.01,6,1,1
46342348,6,69,16,C,U,Midlands,Wales & West,Silver,3000,5,0,0
46344553,4,38,28,D,F,Midlands,East,Silver,3000,1,0,0
46347641,6,50,24,C,U,North,N West,Tin,0.01,8,0,0
46348168,4,62,46,F,F,North,N West,Gold,14000,11,0,0
46349717,,46,8,B,U,South East,London,Tin,0.01,9,0,0
46351916,6,74,38,E,F,South East,S & S East,Silver,4000,5,0,0
46356640,4,68,41,E,F,South East,London,Tin,0.01,9,1,1
46363817,8,65,3,A,F,South East,London,Gold,9000,8,1,1
46377320,6,,27,D,F,South East,S & S East,Silver,4000,1,0,0
46380380,8,63,37,E,,Midlands,East,Gold,9800,8,0,0
46382935,14,57,27,D,F,South East,London,Gold,16000,4,1,1
46383451,6,,22,C,F,South East,S & S East,Tin,0.01,8,0,0
46384989,14,35,37,E,F,Midlands,East,Tin,0.01,4,1,1
46385497,8,49,38,E,M,South East,London,Tin,0.01,5,0,0
46389123,14,30,52,F,F,Midlands,Midlands,Tin,0.01,5,1,1
